Time,Position,Velocity
0.0,1.0,0.0
0.1,1.0,-0.1
0.2,0.99,-0.2
0.30000000000000004,0.97,-0.29900000000000004
0.4,0.9400999999999999,-0.396
0.5,0.9005,-0.49001
0.6,0.851499,-0.58006
0.7,0.793493,-0.6652099
0.7999999999999999,0.72697201,-0.7445592000000001
0.8999999999999999,0.65251609,-0.8172564010000001
0.9999999999999999,0.5707904498999999,-0.8825080100000001
1.0999999999999999,0.4825396488999999,-0.9395870549900001
1.2,0.3885809434009999,-0.9878410198800001
1.3,0.2897968414129999,-1.0266991142201
1.4000000000000001,0.18712692999098987,-1.0556787983614
1.5000000000000002,0.08155905015484986,-1.074391491360499
1.6000000000000003,-0.025880098981200042,-1.082547396375984
1.7000000000000004,-0.13413483861879844,-1.079959386477864
1.8000000000000005,-0.24213077726658483,-1.0665459026159843
1.9000000000000006,-0.34878536752818323,-1.0423328248893258
2.0000000000000004,-0.45301865001711583,-1.0074542881365074
2.1000000000000005,-0.5537640788307666,-0.9621524231347958
2.2000000000000006,-0.6499793211442462,-0.9067760152517191
2.3000000000000007,-0.7406569226694181,-0.8417780831372945
2.400000000000001,-0.8248347309831475,-0.7677123908703527
2.500000000000001,-0.9016059700701828,-0.685228917772038
2.600000000000001,-0.9701288618473867,-0.5950683207650197
2.700000000000001,-1.0296356939238887,-0.498055434580281
2.800000000000001,-1.0794412373819167,-0.39509186518789213
2.9000000000000012,-1.118950423900706,-0.28714774144970046
3.0000000000000013,-1.147665198045676,-0.17525269905962987
3.1000000000000014,-1.165190467951639,-0.060486179255062264
3.2000000000000015,-1.171239085877145,0.05603286754010163
3.3000000000000016,-1.165635799123135,0.17315677612781616
3.4000000000000017,-1.1483201215103533,0.2897203560401297
3.5000000000000018,-1.1193480859063403,0.404552368191165
3.600000000000002,-1.0788928490872238,0.5164871767817991
3.700000000000002,-1.027244131409044,0.6243764616905215
3.800000000000002,-0.9648064852399918,0.7271008748314259
3.900000000000002,-0.8920963977568492,0.8235815233554251
4.000000000000002,-0.8097382454213067,0.9127911631311101
4.100000000000001,-0.7184591291081956,0.9937649876732407
4.200000000000001,-0.6190826303408716,1.0656109005840604
4.300000000000001,-0.5125215402824655,1.1275191636181476
4.4,-0.3997696239206508,1.178771317646394
4.5,-0.28189249215601137,1.2187482800384593
4.6,-0.16001766415216545,1.2469375292540603
4.699999999999999,-0.035323911226759416,1.2629392956692769
4.799999999999999,0.09097001834016828,1.2664716867919528
4.899999999999999,0.21761718701936356,1.257374684957936
4.999999999999998,0.34335465551515715,1.2356129662559996
5.099999999999998,0.4669159521407571,1.2012775007044838
5.1999999999999975,0.5870437022112055,1.1545859054904082
